PayrollNumber,EmployeeID,AgencyID,TitleCode,FiscalYear,AgencyStartDate,WorkLocationBorough,AgencyCode,LeaveStatusasofJune30,BaseSalary,PayBasis,RegularHours,RegularGrossPaid,OTHours,TotalOTPaid,TotalOtherPay
17,96376,2120.0,40448,2020,1/3/2017,BROOKLYN,0.0,ACTIVE,73317.0,per Annum,1820.0,72203.21,113.5,5643.55,458.37
17,143597,2120.0,40448,2020,3/4/2019,BROOKLYN,0.0,ACTIVE,67980.0,per Annum,1820.0,66947.11,216.0,10630.76,469.3
17,181023,2120.0,40448,2020,12/10/2018,BROOKLYN,0.0,ACTIVE,73049.0,per Annum,1820.0,70352.18,127.0,6574.12,431.81
17,152023,2120.0,40448,2020,3/5/2018,BROOKLYN,0.0,ACTIVE,59083.0,per Annum,1820.0,58185.25,395.5,17255.06,252.14
17,158677,2120.0,40448,2020,9/12/2016,BROOKLYN,0.0,ACTIVE,66603.0,per Annum,1820.0,65591.04,199.25,9713.85,324.4
17,135408,2120.0,40448,2020,5/28/2017,BROOKLYN,0.0,ACTIVE,66603.0,per Annum,1820.0,65591.04,192.0,8757.41,769.6
17,43163,2120.0,40448,2020,12/1/2014,BROOKLYN,0.0,ACTIVE,73049.0,per Annum,1575.0,62439.74,238.5,12364.8,51.74
17,110853,2120.0,40448,2020,6/5/2017,BROOKLYN,0.0,ACTIVE,71000.0,per Annum,1820.0,66165.12,178.75,8016.78,114.2
17,133090,2120.0,40448,2020,1/12/2015,BROOKLYN,0.0,ACTIVE,73049.0,per Annum,1820.0,71938.89,11.0,459.78,485.23
17,212044,2120.0,40448,2020,6/10/2019,BROOKLYN,0.0,ACTIVE,66950.0,per Annum,1820.0,64578.68,165.0,7643.21,10.99
17,105697,2120.0,40448,2020,1/2/2018,BROOKLYN,0.0,ACTIVE,62306.0,per Annum,1820.0,61359.18,195.0,8341.68,2358.7
17,35075,2120.0,40448,2020,6/24/2019,BROOKLYN,0.0,ACTIVE,66950.0,per Annum,1805.0,64001.59,156.5,7271.37,23.2
17,176856,2120.0,40448,2020,5/20/2019,BROOKLYN,0.0,ACTIVE,66950.0,per Annum,1820.0,65932.74,103.5,4446.88,433.7
17,81255,2120.0,40447,2020,8/19/2019,BROOKLYN,0.0,ACTIVE,83791.0,per Annum,1540.0,70065.8,0.0,0.0,0.0
17,210474,2120.0,40447,2020,5/15/2017,BROOKLYN,0.0,CEASED,86005.0,per Annum,1505.0,69893.46,0.0,0.0,0.0
17,159087,2120.0,40448,2020,9/3/2019,BROOKLYN,0.0,ACTIVE,72100.0,per Annum,1463.0,57344.44,258.5,11985.37,430.87
17,206238,2120.0,40448,2020,12/11/2017,BROOKLYN,0.0,ACTIVE,62306.0,per Annum,1820.0,61359.18,152.5,6310.67,1557.38
17,193847,2120.0,40448,2020,10/15/2018,BROOKLYN,0.0,ACTIVE,62306.0,per Annum,1820.0,61359.18,100.0,3876.55,3741.42
17,205827,2120.0,40291,2020,12/26/2006,BROOKLYN,0.0,ACTIVE,48601.0,per Annum,1820.0,47854.55,526.0,19751.62,1036.71
17,94730,2120.0,40447,2020,10/7/2019,BROOKLYN,0.0,ACTIVE,96717.0,per Annum,1295.0,68303.31,0.0,0.0,0.0
17,89761,2120.0,40448,2020,9/30/2019,BROOKLYN,0.0,ACTIVE,74160.0,per Annum,1330.0,53750.14,254.25,13501.62,459.96
17,92865,2120.0,40448,2020,8/19/2019,BROOKLYN,0.0,ACTIVE,59740.0,per Annum,1540.0,49368.85,390.5,17332.78,570.73
17,63151,2120.0,40448,2020,8/28/2017,BROOKLYN,0.0,ACTIVE,70600.0,per Annum,1820.0,65820.37,20.0,808.52,204.2
17,79159,2120.0,40447,2020,5/24/2010,BROOKLYN,0.0,CEASED,118306.0,per Annum,1050.0,66729.3,0.0,0.0,0.0
17,203410,2120.0,40448,2020,1/7/2019,BROOKLYN,0.0,ACTIVE,64454.0,per Annum,1820.0,63159.77,77.25,3011.93,0.0
17,131498,2120.0,40448,2020,9/3/2019,BROOKLYN,0.0,ACTIVE,76220.0,per Annum,1463.0,60449.48,88.75,4609.94,455.14
17,129897,2120.0,40448,2020,10/15/2018,BROOKLYN,0.0,ACTIVE,62306.0,per Annum,1820.0,61359.18,49.0,1808.36,1544.5
17,167106,2120.0,40448,2020,7/8/2019,BROOKLYN,0.0,ACTIVE,63860.0,per Annum,1750.0,59735.06,86.0,3809.95,242.22
17,136645,2120.0,40448,2020,11/25/2019,BROOKLYN,0.0,ACTIVE,90000.0,per Annum,1050.0,51639.3,180.0,11062.74,619.58
17,50331,2120.0,40448,2020,8/26/2019,BROOKLYN,0.0,ACTIVE,68750.0,per Annum,1505.0,54680.15,132.5,6608.73,316.81
17,140861,2120.0,40448,2020,4/13/2015,BROOKLYN,0.0,CEASED,75197.0,per Annum,1350.75,54772.13,75.25,3645.41,575.62
17,174875,2120.0,40448,2020,9/4/2018,BROOKLYN,0.0,CEASED,70900.0,per Annum,1391.0,53200.97,55.25,2459.25,75.39
17,91503,2120.0,40448,2020,6/26/2017,BROOKLYN,0.0,CEASED,68751.0,per Annum,1400.0,50086.73,74.25,3754.99,0.0
17,160422,2120.0,40448,2020,7/7/2015,BROOKLYN,0.0,ACTIVE,35.45,per Hour,1334.5,46850.73,124.25,5341.5,536.19
17,23462,2120.0,40447,2020,12/9/2019,BROOKLYN,0.0,ACTIVE,96717.0,per Annum,980.0,51793.84,0.0,0.0,0.0
17,115024,2120.0,40448,2020,10/15/2019,BROOKLYN,0.0,ACTIVE,59740.0,per Annum,1253.0,40858.33,76.75,2994.39,6237.04
17,123868,2120.0,40448,2020,10/15/2019,BROOKLYN,0.0,ACTIVE,59740.0,per Annum,1253.0,40858.33,79.0,3399.01,4587.96
17,190047,2120.0,40448,2020,12/11/2017,BROOKLYN,0.0,CEASED,75197.0,per Annum,1050.0,42414.24,50.0,2613.15,629.67
17,186770,2120.0,40362,2020,11/13/2017,BROOKLYN,0.0,CEASED,184236.0,per Annum,385.0,36533.86,0.0,0.0,7601.07
17,191311,2120.0,40448,2020,11/4/2019,BROOKLYN,0.0,ACTIVE,58000.0,per Annum,1155.0,36606.57,97.75,3733.36,1958.02
17,168489,2120.0,40448,2020,1/27/2020,BROOKLYN,0.0,ACTIVE,66603.0,per Annum,735.0,26750.43,312.25,14978.28,0.0
17,178706,2120.0,40448,2020,1/27/2020,BROOKLYN,0.0,ACTIVE,66603.0,per Annum,735.0,26750.43,290.0,14044.18,382.78
17,103797,2120.0,40447,2020,8/1/2011,BROOKLYN,0.0,CEASED,90737.0,per Annum,0.0,0.0,0.0,0.0,39464.19
17,186348,2120.0,40448,2020,1/6/2020,BROOKLYN,0.0,ACTIVE,62000.0,per Annum,840.0,28458.96,228.0,9968.57,52.6
17,183519,2120.0,40447,2020,4/1/2019,BROOKLYN,0.0,CEASED,91311.0,per Annum,735.0,35784.83,0.0,0.0,0.0
17,44703,2120.0,40447,2020,8/13/2007,BROOKLYN,0.0,CEASED,151131.0,per Annum,0.0,0.0,0.0,0.0,31010.35
17,176128,2120.0,40448,2020,7/29/2019,BROOKLYN,0.0,ACTIVE,28.84,per Hour,950.75,27208.37,127.75,3726.73,27.0
17,92056,2120.0,40448,2020,3/5/2018,BROOKLYN,0.0,CEASED,62306.0,per Annum,805.0,26801.03,2.0,66.22,3767.47
17,177306,2120.0,40447,2020,5/25/2014,BROOKLYN,0.0,CEASED,93900.0,per Annum,595.0,30535.27,0.0,0.0,0.0
17,85763,2120.0,40447,2020,3/17/2020,BROOKLYN,0.0,ACTIVE,82.0,per Hour,314.5,25789.0,0.0,0.0,0.0
17,176308,2120.0,40448,2020,4/13/2020,BROOKLYN,0.0,ACTIVE,75197.0,per Annum,350.0,14381.95,204.5,10917.33,14.4
