PayrollNumber,EmployeeID,AgencyID,TitleCode,FiscalYear,AgencyStartDate,WorkLocationBorough,AgencyCode,LeaveStatusasofJune30,BaseSalary,PayBasis,RegularHours,RegularGrossPaid,OTHours,TotalOTPaid,TotalOtherPay
17,132431,2120.0,40448,2020,4/1/2019,BROOKLYN,0.0,CEASED,63860.0,per Annum,700.0,23805.91,28.0,1085.96,40.75
17,36275,2120.0,40291,2020,1/22/2019,BROOKLYN,0.0,CEASED,44290.0,per Annum,945.0,22432.74,0.0,0.0,0.0
17,198828,2120.0,40088,2020,4/16/2013,BROOKLYN,0.0,CEASED,90236.0,per Annum,267.75,18082.62,14.0,1361.39,2050.84
17,146694,2120.0,40448,2020,5/30/2017,BROOKLYN,0.0,CEASED,73007.0,per Annum,480.75,19182.8,11.0,565.43,47.95
17,177161,2120.0,40447,2020,10/28/2012,BROOKLYN,0.0,CEASED,136887.0,per Annum,0.0,0.0,0.0,0.0,14860.74
17,113003,2120.0,40447,2020,4/6/2020,BROOKLYN,0.0,ACTIVE,65000.0,per Annum,385.0,13674.87,2.0,88.95,16.5
17,93811,2120.0,40447,2020,2/19/2018,BROOKLYN,0.0,CEASED,83500.0,per Annum,210.0,9586.97,0.0,0.0,3221.5
17,159195,2120.0,40448,2020,4/27/2020,BROOKLYN,0.0,ACTIVE,77344.0,per Annum,280.0,11834.04,0.0,0.0,0.0
17,66825,2120.0,40448,2020,6/19/2017,BROOKLYN,0.0,CEASED,73371.0,per Annum,260.0,10427.94,0.0,0.0,0.0
17,179909,2120.0,40494,2020,11/4/2013,BROOKLYN,0.0,CEASED,224538.0,per Annum,70.0,8602.33,0.0,0.0,0.0
17,115829,2120.0,40448,2020,8/28/2017,BROOKLYN,0.0,CEASED,60491.0,per Annum,256.25,8473.44,0.0,0.0,0.0
17,156690,2120.0,40447,2020,6/16/2014,BROOKLYN,0.0,CEASED,93900.0,per Annum,77.0,3956.47,0.0,0.0,4256.14
17,149382,2120.0,40447,2020,11/13/2017,BROOKLYN,0.0,CEASED,81350.0,per Annum,0.0,0.0,0.0,0.0,7422.85
17,104934,2120.0,40447,2020,3/19/2018,BROOKLYN,0.0,CEASED,83500.0,per Annum,0.0,0.0,0.0,0.0,6658.92
17,116665,2120.0,40447,2020,1/20/2015,BROOKLYN,0.0,CEASED,85399.0,per Annum,0.0,0.0,0.0,0.0,3982.41
17,191121,2120.0,40448,2020,7/17/2017,BROOKLYN,0.0,CEASED,64663.0,per Annum,102.0,3607.65,7.75,322.96,13.56
17,10449,2120.0,40447,2020,9/5/2006,BROOKLYN,0.0,CEASED,85490.0,per Annum,0.0,0.0,0.0,0.0,2858.38
17,176993,2120.0,40448,2020,9/17/2018,BROOKLYN,0.0,CEASED,70921.0,per Annum,49.5,1921.73,0.0,0.0,0.0
17,151781,2120.0,40447,2020,11/10/2014,BROOKLYN,0.0,CEASED,45.7,per Hour,42.0,1919.4,0.0,0.0,0.0
17,169959,2120.0,40447,2020,4/3/2017,BROOKLYN,0.0,CEASED,88651.0,per Annum,0.0,0.0,0.0,0.0,1568.03
